Repositorio;Nome;Estrelas;Anos;nº Releases;média CBO;desvio padão CBO;média LCOM;desvio padão LCOM;DIT máximo;LOC Total
alibaba/dexposed;dexposed;4502;8.73;0;2.9166666666666665;3.1917863337009265;82.83333333333333;418.47809580271536;6.0;2414.0
JakeWharton/NineOldAndroids;NineOldAndroids;4499;12.29;0;4.2898550724637685;4.3425813777607285;30.144927536231883;107.6797150116713;4.0;7585.0
castorflex/SmoothProgressBar;SmoothProgressBar;4498;10.32;9;4.854166666666667;4.949703624685242;26.3125;94.34094998329199;3.0;2208.0
HotBitmapGG/bilibili-android-client;bilibili-android-client;4481;7.81;1;4.92128801431127;6.307921117454189;42.7906976744186;172.94782171771186;6.0;38892.0
yasserg/crawler4j;crawler4j;4478;12.23;3;5.27710843373494;5.6745325225685255;55.89156626506024;329.0664418956818;3.0;4736.0
fuzhengwei/small-spring;small-spring;4477;2.85;0;3.472;4.0118012579555;12.704;64.65028268048536;9.0;10379.0
TheoKanning/openai-java;openai-java;4472;3.52;22;5.387878787878788;8.209076926506878;15.55151515151515;182.32021135189947;4.0;2783.0
cjlin1/libsvm;libsvm;4461;10.53;0;3.264705882352941;3.980162748146124;19.61764705882353;98.56142149050193;5.0;3152.0
zlt2000/microservices-platform;microservices-platform;4460;5.05;30;6.354570637119114;5.681923262634046;6.678670360110804;31.149213129138076;4.0;7987.0
stleary/JSON-java;JSON-java;4456;13.26;21;3.1235955056179776;4.661147625284882;278.02247191011236;1121.2863096725378;5.0;11287.0
youlookwhat/DesignPattern;DesignPattern;4455;7.42;0;2.5380710659898478;3.5998903444982258;1.4263959390862944;4.54430124582156;2.0;2603.0
brunodev85/winlator;winlator;4443;0.66;8;6.090592334494773;8.522494236519565;27.23693379790941;95.07341539745525;4.0;17408.0
square/android-times-square;android-times-square;4437;11.15;0;4.553191489361702;5.595623330129855;25.872340425531913;133.06990916172464;4.0;2286.0
mock-server/mockserver;mockserver;4433;11.07;0;7.27321911632101;7.590999761163864;95.82236248872859;1162.8252277855777;7.0;65134.0
janishar/android-mvp-architecture;android-mvp-architecture;4431;7.15;0;5.815068493150685;6.508164971532188;14.10958904109589;35.89999871936336;5.0;4049.0
baomidou/dynamic-datasource;dynamic-datasource;4425;5.9;17;4.798780487804878;4.617279156112714;2.432926829268293;8.408134198617617;4.0;4789.0
CaffeineMC/sodium-fabric;sodium-fabric;4421;4.14;32;6.024096385542169;6.6125885245284906;11.763052208835342;57.209086679618906;5.0;19178.0
oshi/oshi;oshi;4419;12.12;152;5.759868421052632;6.170939532966523;30.689144736842106;119.94206556787981;19.0;31770.0
SPLWare/esProc;esProc;4409;2.36;0;6.638649155722327;7.555747017799321;94.31181988742965;840.5810783603438;20.0;429880.0
dromara/hertzbeat;hertzbeat;4402;2.13;28;6.880239520958084;7.141891591972814;19.42365269461078;160.84936004280146;5.0;32455.0
azkaban/azkaban;azkaban;4392;11.43;48;6.472330475448168;8.114619646808839;35.84021823850351;172.45079555050103;6.0;93837.0
Meituan-Dianping/Robust;Robust;4389;7.03;13;3.5238095238095237;3.580623085163326;17.357142857142858;35.22162581667786;3.0;2953.0
GeyserMC/Geyser;Geyser;4386;4.71;0;7.915025906735751;10.03243610605753;32.807253886010365;462.72752773254626;10.0;46186.0
Tencent/GT;GT;4384;8.19;3;3.9069097888675626;5.153495194086281;13.777351247600768;80.83031410908036;6.0;55246.0
phishman3579/java-algorithms-implementation;java-algorithms-implementation;4377;10.34;0;3.710706150341686;3.6592503561218193;7.050113895216401;24.58034557059188;41.0;31758.0
strimzi/strimzi-kafka-operator;strimzi-kafka-operator;4376;7.88;133;11.775566231983527;13.81974382024794;40.778997940974605;176.9079788195893;16.0;124677.0
robinhood/ticker;ticker;4375;7.69;9;4.612903225806452;4.681310950624964;27.612903225806452;108.34016841214192;4.0;1581.0
chewiebug/GCViewer;GCViewer;4372;12.42;5;5.258620689655173;4.794969867323199;49.05862068965517;236.70592845050322;24.0;20257.0
Ashok-Varma/BottomNavigation;BottomNavigation;4357;8.01;16;7.533333333333333;7.684327484490031;69.26666666666667;159.4107761588142;4.0;2091.0
awangdev/leet-code;leet-code;4356;8.91;0;;;;;;
airbnb/DeepLinkDispatch;DeepLinkDispatch;4355;8.78;24;6.28;5.142139632487628;88.64;251.4417435510659;2.0;8549.0
krahets/LeetCode-Book;LeetCode-Book;4352;2.26;0;1.3333333333333333;0.9303940428309936;0.08527131782945736;0.49070440986351815;1.0;3121.0
bytedeco/javacpp;javacpp;4343;9.93;11;5.66321243523316;7.236604136001396;155.31606217616581;400.1374098192084;13.0;26168.0
killbill/killbill;killbill;4341;11.42;146;8.650473445862495;10.047852816135034;28.03211198023878;119.63747816493591;8.0;148985.0
liquibase/liquibase;liquibase;4340;12.71;93;6.5120689655172415;7.414522351196548;66.10574712643678;550.5811979029178;7.0;96050.0
CalebFenton/simplify;simplify;4340;10.19;9;8.987138263665594;7.401214064190413;20.742765273311896;75.8588429609612;4.0;21150.0
saysky/ForestBlog;ForestBlog;4339;6.45;0;5.104651162790698;5.234121213567049;12.686046511627907;45.775300953605814;2.0;2437.0
JZ-Darkal/AndroidHttpCapture;AndroidHttpCapture;4338;7.44;1;4.70440251572327;6.54885218145782;36.886792452830186;258.49620707245145;4.0;15905.0
spring-cloud/spring-cloud-gateway;spring-cloud-gateway;4338;7.35;12;6.863432165318958;7.402874656497296;17.011680143755616;139.41006771204584;7.0;37548.0
tianshiyeben/wgcloud;wgcloud;4323;5.19;23;6.0423728813559325;7.716803223910319;38.13559322033898;47.89694361542224;2.0;6105.0
tiann/epic;epic;4322;6.84;5;3.228187919463087;5.270050628705174;30.395973154362416;219.15983008919338;3.0;5127.0
rubenlagus/TelegramBots;TelegramBots;4315;8.19;83;7.745614035087719;6.666637811571903;11.486842105263158;80.9042543064424;5.0;19178.0
bingoogolapple/BGARefreshLayout-Android;BGARefreshLayout-Android;4313;8.82;4;5.148148148148148;5.5535798956226845;9.796296296296296;42.404888328868566;4.0;5450.0
apache/nifi;nifi;4309;9.28;0;6.306534325889165;10.970936806291004;73.79917287014061;1071.430340583198;6.0;356609.0
apache/calcite;calcite;4308;9.75;0;7.660697455230914;10.107968091026098;324.8659754948162;6013.380342830617;73.0;338880.0
gz-yami/mall4j;mall4j;4306;4.72;4;6.033766233766234;6.353761752921321;4.077922077922078;23.56806458768968;4.0;6705.0
dreamhead/moco;moco;4305;11.43;1;5.819757365684575;5.7530422614259065;34.65684575389948;360.51865694098143;7.0;17542.0
RedSpider1/concurrent;concurrent;4303;5.38;0;;;;;;
mcxiaoke/android-volley;android-volley;4300;10.84;0;5.090909090909091;5.370309151778409;15.818181818181818;93.8122575648912;31.0;4965.0
micrometer-metrics/micrometer;micrometer;4298;6.95;217;5.729479768786127;6.769422774539772;19.859537572254336;138.705686810395;8.0;70553.0
objectbox/objectbox-java;objectbox-java;4290;7.16;40;5.183333333333334;5.127783796794349;88.76666666666667;405.9100899350879;24.0;22014.0
hussien89aa/AndroidTutorialForBeginners;AndroidTutorialForBeginners;4287;7.49;0;4.511627906976744;4.635749655589559;2.744186046511628;6.890369720132249;4.0;3957.0
jeasonlzy/ImagePicker;ImagePicker;4285;8.15;5;5.828947368421052;6.228939585968946;23.07894736842105;114.80701921942692;4.0;3685.0
aporter/coursera-android;coursera-android;4275;10.22;0;4.248355263157895;3.667401371701291;3.3585526315789473;35.31777348900853;5.0;18164.0
zq2599/blog_demos;blog_demos;4267;6.96;0;4.0198675496688745;4.323129740718389;15.200883002207506;120.86199069154162;16.0;51934.0
apache/shiro;shiro;4248;14.57;9;4.998037291462218;5.175240753274215;19.80569185475957;80.5574879118786;11.0;36524.0
grantland/android-autofittextview;android-autofittextview;4247;13.11;1;5.375;4.8202048711647105;40.75;100.71711622162343;2.0;470.0
ongakuer/CircleIndicator;CircleIndicator;4243;9.65;7;6.511111111111111;5.084277386532905;8.511111111111111;22.55720847802289;3.0;1712.0
648540858/wvp-GB28181-pro;wvp-GB28181-pro;4240;3.35;0;8.819599109131403;11.042980167289262;144.83964365256125;1176.903106912756;4.0;34520.0
apache/iotdb;iotdb;4224;5.33;35;7.442044172174755;11.312824401993076;96.63453167822021;2495.0576424450674;59.0;520452.0
ChadCSong/ShineButton;ShineButton;4222;7.72;2;4.833333333333333;5.580223014261069;23.625;92.1989752744935;4.0;988.0
jindrapetrik/jpexs-decompiler;jpexs-decompiler;4221;9.87;155;6.1332213825916595;12.576467331516044;58.778057654631965;589.0532074610787;111.0;302484.0
osmandapp/OsmAnd;OsmAnd;4212;13.19;1;8.264085121227978;10.616494503494467;98.67713239141811;536.9925547922707;59.0;641598.0
codingapi/tx-lcn;tx-lcn;4209;6.36;14;4.954954954954955;4.027802896014416;6.337837837837838;43.33982949378412;4.0;7772.0
logisim-evolution/logisim-evolution;logisim-evolution;4207;9.51;29;6.003243243243244;6.427894470136477;28.49837837837838;125.63057489608848;30.0;156647.0
ThirtyDegreesRay/OpenHub;OpenHub;4207;6.7;31;6.7560975609756095;7.5765378791625055;32.92835365853659;129.93650907728744;9.0;24549.0
bjmashibing/InternetArchitect;InternetArchitect;4206;4.42;0;;;;;;
981011512/--;--;4206;3.76;0;3.541921483527323;7.168770384601226;440.4263168277767;5564.1370098140915;3734.0;338075.0
brianway/java-learning;java-learning;4198;8.12;0;1.0849933598937582;1.1235499286578166;0.5962815405046481;2.9206572029418596;4.0;10984.0
hugeterry/CoordinatorTabLayout;CoordinatorTabLayout;4191;7.15;0;5.294117647058823;5.398961837921772;9.411764705882353;31.776903975963076;2.0;473.0
ikarus23/MifareClassicTool;MifareClassicTool;4190;11.11;7;11.06060606060606;10.191914186462016;105.3030303030303;391.9332414434798;3.0;6615.0
killme2008/aviatorscript;aviatorscript;4185;12.99;50;4.723196881091618;6.757667503794643;61.23391812865497;380.2817205674086;5.0;36870.0
Jacksgong/JKeyboardPanelSwitch;JKeyboardPanelSwitch;4185;8.73;14;5.2;5.015974481593782;7.38;13.567446333042929;2.0;1736.0
tonikelope/megabasterd;megabasterd;4163;7.48;207;2.7611940298507465;4.391611923964893;85.72139303482587;377.98339218306756;6.0;20673.0
bingoogolapple/BGABanner-Android;BGABanner-Android;4160;9.41;0;5.0;5.958979271843807;26.28301886792453;154.2191992254997;3.0;2123.0
yhaolpz/FloatWindow;FloatWindow;4157;6.35;9;3.772727272727273;4.08914103207083;9.727272727272727;27.069240876923246;3.0;1473.0
eirslett/frontend-maven-plugin;frontend-maven-plugin;4154;10.56;0;5.440860215053763;6.020506829647859;6.21505376344086;24.22868177792664;4.0;3350.0
oracle/opengrok;opengrok;4148;11.21;265;5.31294964028777;6.721000423694796;79.35431654676259;1092.7581623754645;7.0;69601.0
baoyachi/StepView;StepView;4141;7.75;13;5.842105263157895;4.670885838386061;12.526315789473685;26.853145304458884;3.0;906.0
pedrovgs/AndroidWiFiADB;AndroidWiFiADB;4135;8.43;8;2.8666666666666667;3.095516470998373;12.133333333333333;23.321997246281367;5.0;1096.0
powermock/powermock;powermock;4122;9.82;16;3.4397163120567376;4.018930607663415;22.71315996847912;281.22687922158644;7.0;32976.0
diffplug/spotless;spotless;4116;8.91;0;5.0;4.188452562990058;12.633049817739975;85.55408130250208;18.0;31848.0
will-che/flink-recommandSystem-demo;flink-recommandSystem-demo;4112;4.86;0;3.727272727272727;3.7542577167187012;6.402597402597403;15.518953422554686;2.0;1835.0
AlmasB/FXGL;FXGL;4111;9.0;57;4.849397590361446;5.2473372132800575;33.09036144578313;240.91361803119682;8.0;32399.0
alibaba/Tangram-Android;Tangram-Android;4106;6.98;38;5.2595818815331015;7.155846309874381;23.21080139372822;121.05282554829262;6.0;24338.0
discord-jda/JDA;JDA;4092;8.28;85;8.573104693140793;12.259567784968517;128.8682310469314;1192.427420144318;6.0;56670.0
apache/maven;maven;4091;14.85;13;5.813643926788686;7.558585542032918;55.76871880199667;546.446794329127;22.0;81806.0
dragonwell-project/dragonwell8;dragonwell8;4086;5.05;30;;;;;;
dinuscxj/LoadingDrawable;LoadingDrawable;4086;7.94;0;6.507692307692308;6.5047274570070055;15.830769230769231;27.775788699329897;3.0;4428.0
jOOQ/jOOR;jOOR;2769;12.24;0;3.2467532467532467;6.606088974311157;38.87012987012987;151.67475032778566;4.0;3032.0
wenmingvs/AndroidProcess;AndroidProcess;2769;8.18;0;4.0227272727272725;4.042325143031356;4.431818181818182;9.357538835497893;4.0;1387.0
airbnb/airpal;airpal;2762;9.88;0;6.5212121212121215;7.641662423279912;3.8727272727272726;18.019573074135376;4.0;3952.0
aistrate/AlgorithmsSedgewick;AlgorithmsSedgewick;2762;12.29;0;4.091286307053942;4.604702494994206;145.2863070539419;1700.509388224322;4.0;16817.0
osmdroid/osmdroid;osmdroid;2761;10.05;32;5.20679012345679;6.9159738746588815;35.77777777777778;322.06124331320035;7.0;47686.0
zmxv/react-native-sound;react-native-sound;2757;8.43;15;4.666666666666667;4.749268949591669;7.333333333333333;15.095989165632336;2.0;463.0
Twitter4J/Twitter4J;Twitter4J;2752;14.92;1;;;;;;
chengxy-nds/Springboot-Notebook;Springboot-Notebook;2751;3.73;0;;;;;;
Nightonke/WoWoViewPager;WoWoViewPager;2749;8.06;0;5.572519083969466;5.830991868738964;60.31297709923664;492.23630649785304;7.0;8670.0
Tencent/MSEC;MSEC;2748;7.32;0;6.769736842105263;7.766383696433083;118.66578947368421;236.0347295769883;34.0;160188.0
spring-attic/spring-native;spring-native;2742;4.55;33;5.671225071225071;10.695401916053651;13.67920227920228;161.55611585546308;9.0;49097.0
lizhangqu/CoreLink;CoreLink;2737;8.9;0;;;;;;
apache/avro;avro;2736;14.85;21;6.616489693941286;7.032650038637374;43.594628357276704;292.7886468108252;127.0;101854.0
Yalantis/GuillotineMenu-Android;GuillotineMenu-Android;2733;8.77;2;2.875;2.4462982238476156;5.625;10.313068166166653;2.0;407.0
spotify/dockerfile-maven;dockerfile-maven;2733;8.02;14;7.583333333333333;6.751028728193126;12.5;36.40169409977142;3.0;731.0
gcacace/android-signaturepad;android-signaturepad;2727;10.01;0;3.380952380952381;4.874385826769217;19.238095238095237;76.84610766355411;2.0;863.0
JsonChao/Awesome-WanAndroid;Awesome-WanAndroid;2726;6.04;8;5.468253968253968;6.233999422780291;19.515873015873016;64.24836902716318;5.0;12110.0
ldoublem/LoadingView;LoadingView;2722;7.76;0;6.8604651162790695;5.437087948990912;57.23255813953488;64.26755020797815;3.0;3801.0
widdix/aws-cf-templates;aws-cf-templates;2721;8.41;162;6.6923076923076925;6.295720345961709;5.346153846153846;15.30696751279854;5.0;2773.0
saulmm/CoordinatorBehaviorExample;CoordinatorBehaviorExample;2718;8.61;0;9.5;1.5;8.0;3.0;2.0;159.0
sqlcipher/android-database-sqlcipher;android-database-sqlcipher;2716;13.04;0;4.533333333333333;6.259570450296268;265.3333333333333;1341.9608497352754;5.0;5955.0
TangoAgency/material-intro-screen;material-intro-screen;2715;7.53;4;4.670329670329671;6.409222313241151;48.527472527472526;359.6622145651661;10.0;4607.0
spring-projects/spring-loaded;spring-loaded;2712;11.3;0;2.1001757469244287;3.2927704753304505;27.604569420035148;208.1114301533946;7.0;43158.0
sannies/mp4parser;mp4parser;2712;10.52;13;4.766176470588236;5.690526448666747;17.469117647058823;65.06597727861661;13.0;37091.0
oracle/visualvm;visualvm;2711;7.53;23;3.391372961599158;4.500062453045508;86.71120462914256;5752.341496512932;56.0;372133.0
aritraroy/PatternLockView;PatternLockView;2708;6.99;0;4.363636363636363;4.854352510068775;69.9090909090909;377.63629798222394;4.0;1684.0
north2016/T-MVP;T-MVP;2707;7.87;0;4.625;4.423540248865532;6.118055555555555;13.520815499617298;4.0;3803.0
thymeleaf/thymeleaf;thymeleaf;2706;11.84;5;5.5487661574618095;5.730197721518111;30.085781433607522;243.80184431735637;22.0;86523.0
openid/AppAuth-Android;AppAuth-Android;2703;8.09;0;7.419354838709677;7.362390011439295;33.3741935483871;104.0377814987822;5.0;10841.0
florent37/ViewAnimator;ViewAnimator;2702;8.25;3;3.6875;5.536455883505259;68.65625;361.4106571283386;2.0;1926.0
andpor/react-native-sqlite-storage;react-native-sqlite-storage;2702;8.4;30;5.666666666666667;5.925462944877058;29.88888888888889;75.14126613614658;3.0;2525.0
deano2390/MaterialShowcaseView;MaterialShowcaseView;2701;8.63;15;5.3125;6.377552593537221;48.0625;224.49706811838323;2.0;2784.0
500px/500px-android-blur;500px-android-blur;2689;9.03;0;5.5;4.9916597106239795;9.333333333333334;20.426018266471377;2.0;235.0
google/truth;truth;2688;12.76;33;7.220095693779904;7.442884787643469;170.01196172248802;923.6075215825729;16.0;28628.0
ata4/disunity;disunity;2684;10.68;15;4.9504950495049505;4.5779848513817125;11.198019801980198;31.759311350609515;6.0;3847.0
r0adkll/Slidr;Slidr;2681;9.6;5;4.828571428571428;4.245910397316554;32.0;107.59421120912725;3.0;2487.0
JohnPersano/SuperToasts;SuperToasts;2676;10.81;5;6.0227272727272725;6.720012974702153;9.363636363636363;42.211637187505374;3.0;2483.0
simple-android-framework/android_design_patterns_analysis;android_design_patterns_analysis;2674;9.07;0;1.75;1.3616778865306827;0.25;0.82915619758885;1.0;228.0
OpenHFT/Chronicle-Map;Chronicle-Map;2670;9.68;96;5.9415760869565215;7.876982822471757;521.5122282608696;5726.081732326676;17.0;51291.0
nisrulz/sensey;sensey;2670;8.36;13;4.211538461538462;6.9152466401911195;31.403846153846153;213.7934175081695;2.0;1933.0
Qihoo360/ArgusAPM;ArgusAPM;2666;5.32;0;4.529661016949152;4.253011083329198;7.186440677966102;21.491207958944898;4.0;10059.0
tdebatty/java-string-similarity;java-string-similarity;2663;9.94;26;3.125;2.562754052446963;2.0208333333333335;4.493001888740113;2.0;1374.0
Wisser/Jailer;Jailer;2663;12.76;221;2.9824976348155157;6.768448715854498;56.97067171239357;672.8417741683833;28.0;151986.0
WhatsApp/stickers;stickers;2660;5.91;2;6.966666666666667;5.11522781071924;7.1;16.13763716698741;5.0;1811.0
federicoiosue/Omni-Notes;Omni-Notes;2659;10.28;50;6.612403100775194;9.744654728387982;27.430232558139537;110.66954869553345;4.0;13639.0
RodneyShag/HackerRank_solutions;HackerRank_solutions;2656;7.13;0;1.28;1.228115086898075;0.6933333333333334;3.0853344857387643;5.0;931.0
spotify/docker-maven-plugin;docker-maven-plugin;2656;9.75;0;6.233333333333333;6.141027782238264;29.633333333333333;94.99666076002647;3.0;1859.0
bingoogolapple/BGABadgeView-Android;BGABadgeView-Android;2652;8.72;0;4.962962962962963;5.947184092346385;24.0;64.14624494653401;2.0;1375.0
Todd-Davies/ProgressWheel;ProgressWheel;2649;12.13;3;5.666666666666667;4.068851871911234;184.5;406.7537133614558;2.0;499.0
CJT2325/CameraView;CameraView;2648;7.12;2;3.466666666666667;5.372002671109974;11.8;37.821737262106424;3.0;3997.0
luontola/retrolambda;retrolambda;3539;10.68;0;2.475;5.243190027708958;9.004166666666666;43.47657395240441;7.0;4848.0
google/data-transfer-project;data-transfer-project;3538;6.21;61;6.869727047146402;7.921240827865302;7.024813895781637;20.87102969545326;5.0;29341.0
lsjwzh/RecyclerViewPager;RecyclerViewPager;3535;9.18;10;4.309859154929577;4.247920947302206;9.971830985915492;59.50096977100242;4.0;2735.0
code4craft/netty-learning;netty-learning;3533;10.51;0;5.063573883161512;4.801139570898682;39.24914089347079;377.8164154331302;14.0;68759.0
WVector/AppUpdate;AppUpdate;3532;6.76;3;4.4375;5.965722399676338;37.140625;111.28284166756964;3.0;2925.0
JakeWharton/ThreeTenABP;ThreeTenABP;3532;8.72;0;4.285714285714286;1.6659862556700857;1.4285714285714286;2.1285234893930487;2.0;117.0
nytimes/Store;Store;3532;7.31;0;6.2;4.975249084043518;17.055172413793102;124.45047647130882;52.0;11288.0
dropbox/hackpad;hackpad;3531;8.61;0;5.088852988691438;7.130914412927299;152.29886914378028;962.8667915837304;11.0;87731.0
andremion/Music-Player;Music-Player;3515;7.88;2;4.40625;3.621630977543129;5.03125;9.612766169916961;4.0;926.0
googlemaps/android-maps-utils;android-maps-utils;3515;10.85;42;6.75;6.666499604825015;37.264150943396224;144.33300083466526;6.0;13329.0
react-native-share/react-native-share;react-native-share;3512;8.48;115;5.575;4.689816094475347;8.725;12.11401564304752;3.0;1755.0
baoyongzhang/SwipeMenuListView;SwipeMenuListView;3509;9.58;2;4.393939393939394;4.760566517977086;15.242424242424242;39.6461854201066;4.0;1347.0
undertow-io/undertow;undertow;3506;11.68;0;5.145271368215795;6.339902668246286;35.76763080922977;490.1727713210575;16.0;158682.0
vert-x3/vertx-examples;vertx-examples;3505;9.08;0;4.841558441558441;2.7995060162279115;1.3636363636363635;3.5247145630370524;2.0;8882.0
bitcoin-wallet/bitcoin-wallet;bitcoin-wallet;3499;11.98;18;7.462532299741602;9.629601047108654;5.534883720930233;21.829044437602636;8.0;18187.0
ZHENFENG13/My-Blog;My-Blog;3497;5.05;0;4.758620689655173;5.748494090142176;29.551724137931036;61.944405668139815;4.0;2411.0
hmkcode/Android;Android;3496;10.56;0;4.696428571428571;3.4274086569944964;2.142857142857143;3.907084094622098;3.0;1387.0
codeestX/GeekNews;GeekNews;3491;7.62;0;4.626423690205011;5.21753078849707;10.009111617312072;37.60688529121294;5.0;11939.0
uber/NullAway;NullAway;3487;6.56;14;4.335968379446641;8.525118127158361;42.0;262.3362203168266;5.0;19214.0
spockframework/spock;spock;3483;13.28;24;5.3615160349854225;6.6022286218006885;34.67638483965015;184.42978926483576;18.0;23627.0
dingjikerbo/Android-BluetoothKit;Android-BluetoothKit;3475;8.46;0;4.074688796680498;5.42036103039576;18.70124481327801;74.91058264785632;3.0;8347.0
alibaba/Alink;Alink;3473;5.48;22;6.502273565196019;6.230864356796245;34.85756421285486;237.16759003585804;18.0;470158.0
huburt-Hu/NewbieGuide;NewbieGuide;3460;6.65;20;4.3076923076923075;4.5328083000290915;10.435897435897436;64.7019973027405;3.0;1896.0
201206030/novel-plus;novel-plus;3454;3.89;23;6.373096446700508;7.2297599187721175;46.30964467005076;123.8373772265502;4.0;14682.0
watabou/pixel-dungeon;pixel-dungeon;3452;9.66;0;5.723480333730632;7.318388959977317;12.423122765196663;61.65116591873892;13.0;38623.0
sofastack/sofa-jraft;sofa-jraft;3446;5.05;29;6.181698485845951;8.314579120430905;74.58920342330481;311.66149458032123;18.0;145619.0
KingJA/LoadSir;LoadSir;3445;6.56;6;5.1891891891891895;4.323648595853237;4.013513513513513;11.908994151870125;3.0;1481.0
crossoverJie/SSM;SSM;3441;7.76;10;3.188073394495413;3.9638787595360836;110.80275229357798;430.3248000875693;2.0;12864.0
FasterXML/jackson-databind;jackson-databind;3438;12.25;0;3.760586319218241;5.614343860614524;25.315757328990227;426.24940113352693;45.0;155919.0
guolindev/giffun;giffun;3435;5.15;0;5.382845188284519;6.827053514315703;25.338912133891213;126.73346240916027;6.0;22397.0
openhab/openhab1-addons;openhab1-addons;3433;10.51;14;5.373608903020668;9.547534617419299;143.0900900900901;4985.5584428187185;41.0;359292.0
rubensousa/PreviewSeekBar;PreviewSeekBar;3429;7.16;10;5.6521739130434785;6.203846602343294;28.17391304347826;62.805186835035705;2.0;1166.0
fyhertz/libstreaming;libstreaming;3426;11.15;0;3.5730337078651684;4.534233432355297;23.292134831460675;66.18890267269528;5.0;6798.0
sherxon/AlgoDS;AlgoDS;3418;7.27;0;1.3380281690140845;0.831487077331865;1.4112676056338027;4.097046318266494;2.0;21217.0
ittianyu/BottomNavigationViewEx;BottomNavigationViewEx;3415;7.36;19;4.896551724137931;5.033301703695901;50.13793103448276;182.66395075674953;3.0;1371.0
yigit/android-priority-jobqueue;android-priority-jobqueue;3408;9.76;0;4.79155672823219;5.1950181589272635;10.839050131926122;44.939748055571904;11.0;14102.0
spring-cloud/spring-cloud-kubernetes;spring-cloud-kubernetes;3406;7.27;14;7.458424507658643;6.202537079840429;4.347921225382932;21.489740085424252;5.0;25317.0
alamkanak/Android-Week-View;Android-Week-View;3403;9.52;4;3.6296296296296298;7.066604549769695;238.33333333333334;1167.0265159322166;3.0;2003.0
shopizer-ecommerce/shopizer;shopizer;3402;11.34;18;7.940794809407948;9.72295375391657;34.16301703163017;130.89903810984725;6.0;53569.0
anggrayudi/android-hidden-api;android-hidden-api;3395;8.52;1;8.5;4.716990566028302;56.5;97.28437695745397;1.0;480.0
GitLqr/LQRWeChat;LQRWeChat;3387;7.12;0;5.005181347150259;7.77167529456884;18.935233160621763;73.9318650902494;4.0;17612.0
zhkl0228/unidbg;unidbg;3386;5.07;14;5.276446522501461;6.507480782434642;26.140268848626533;236.4092781111121;34.0;89470.0
avast/android-butterknife-zelezny;android-butterknife-zelezny;3385;10.25;8;4.926829268292683;5.799033745848082;11.317073170731707;33.484207434718115;7.0;1626.0
FongMi/TV;TV;3380;1.75;0;6.467966573816156;8.762636178748442;115.15877437325905;799.5563950277026;4.0;34815.0
PlexPt/chatgpt-java;chatgpt-java;3367;1.29;20;5.849056603773585;6.244684460856605;1.5471698113207548;6.459061318961718;4.0;941.0
abel533/MyBatis-Spring-Boot;MyBatis-Spring-Boot;3363;8.26;0;5.2;3.7229020937972575;5.2;16.67213243709394;2.0;396.0
helidon-io/helidon;helidon;3362;5.57;94;5.710588528057733;5.756353138732066;22.940027373398035;158.4001949525461;15.0;338992.0
Dimezis/BlurView;BlurView;3361;7.92;27;5.392857142857143;5.212206043196557;5.75;8.496322733983215;3.0;708.0
google/volley;volley;3359;7.16;9;5.190476190476191;5.95714095390324;12.285714285714286;80.44479010347925;31.0;9295.0
immutables/immutables;immutables;3358;10.71;11;4.6879053796260965;4.973593244309141;28.822968332697442;528.9498929602048;21.0;67877.0
uber/NullAway;NullAway;3487;6.56;14;4.335968379446641;8.525118127158361;42.0;262.3362203168266;5.0;19214.0
spockframework/spock;spock;3483;13.28;24;5.3615160349854225;6.6022286218006885;34.67638483965015;184.42978926483576;18.0;23627.0
dingjikerbo/Android-BluetoothKit;Android-BluetoothKit;3475;8.46;0;4.074688796680498;5.42036103039576;18.70124481327801;74.91058264785632;3.0;8347.0
alibaba/Alink;Alink;3473;5.48;22;6.502273565196019;6.230864356796245;34.85756421285486;237.16759003585804;18.0;470158.0
zhpanvip/BannerViewPager;BannerViewPager;3460;6.99;56;5.397260273972603;7.149556411237199;46.465753424657535;217.47492894028736;4.0;3138.0
huburt-Hu/NewbieGuide;NewbieGuide;3460;6.65;20;4.3076923076923075;4.5328083000290915;10.435897435897436;64.7019973027405;3.0;1896.0
JCTools/JCTools;JCTools;3451;10.37;18;4.601522842639594;5.359994480235816;19.965736040609137;82.04106371583535;18.0;37082.0
sofastack/sofa-jraft;sofa-jraft;3446;5.05;29;6.181698485845951;8.314579120430905;74.58920342330481;311.66149458032123;18.0;145619.0
KingJA/LoadSir;LoadSir;3445;6.56;6;5.1891891891891895;4.323648595853237;4.013513513513513;11.908994151870125;3.0;1481.0
xcc3641/SeeWeather;SeeWeather;3444;8.09;2;4.9245283018867925;5.776821142579191;6.122641509433962;14.91339959104062;10.0;3101.0
crossoverJie/SSM;SSM;3441;7.76;10;3.188073394495413;3.9638787595360836;110.80275229357798;430.3248000875693;2.0;12864.0
FasterXML/jackson-databind;jackson-databind;3438;12.25;0;3.760586319218241;5.614343860614524;25.315757328990227;426.24940113352693;45.0;155919.0
guolindev/giffun;giffun;3435;5.15;0;5.382845188284519;6.827053514315703;25.338912133891213;126.73346240916027;6.0;22397.0
openhab/openhab1-addons;openhab1-addons;3433;10.51;14;5.373608903020668;9.547534617419299;143.0900900900901;4985.5584428187185;41.0;359292.0
rubensousa/PreviewSeekBar;PreviewSeekBar;3429;7.16;10;5.6521739130434785;6.203846602343294;28.17391304347826;62.805186835035705;2.0;1166.0
